regCodeExt	metaCondition	condition	conditionCode	context	contextCode	regName	variant	regCode	component	day	cycleTaken	cycleLength	noCycles	branchInfo	Radio.Therapy.	continuous	noCycles_Original	regString	shortString
92.45.1343.2	Thoraic Oncology	Non-small cell lung cancer (NSCLC)	92	Advanced or metastatic disease, first-line, elderly or poor performance status	45	Gemcitabine monotherapy	2	1343	Gemcitabine	1,8		21	3			TRUE	Cont.	14.Gemcitabine;7.Gemcitabine;14.Gemcitabine;7.Gemcitabine;	14.gemcitabine;7.gemcitabine;
92.39.1335.1	Thoraic Oncology	Non-small cell lung cancer (NSCLC)	92	Advanced or metastatic disease, first-line	39	Nivolumab monotherapy	1	1335	Nivolumab	1		14	3			TRUE	Cont.	14.Nivolumab;14.Nivolumab;	14.nivolumab;14.nivolumab;
103.78.1547.1	Thoraic Oncology	Small cell lung cancer	103	Extensive stage, induction	78	Ifosfamide monotherapy	1	1547	Ifosfamide	1,2,3,4,5		21	3			TRUE	Cont.	17.Ifosfamide;1.Ifosfamide;1.Ifosfamide;1.Ifosfamide;1.Ifosfamide;17.Ifosfamide;1.Ifosfamide;1.Ifosfamide;1.Ifosfamide;1.Ifosfamide;	17.ifosfamide;1.ifosfamide;1.ifosfamide;1.ifosfamide;1.ifosfamide;
103.78.1553.1	Thoraic Oncology	Small cell lung cancer	103	Relapsed or refractory disease, second-line	78	Amrubicin monotherapy	1	1553	Amrubicin	1,2,3		21	3			TRUE	Cont.	19.Amrubicin;1.Amrubicin;1.Amrubicin;19.Amrubicin;1.Amrubicin;1.Amrubicin;	19.amrubicin;1.amrubicin;1.amrubicin;
104.84.1571.1	Thoraic Oncology	Thymoma	104	Neoadjuvant therapy for borderline resectable disease	84	PAC	1	1571	Cisplatin	1,2,3		21	3			FALSE	3	19.Cisplatin;0.Cyclophosphamide;0.Doxorubicin;1.Cisplatin;1.Cisplatin;19.Cisplatin;0.Cyclophosphamide;0.Doxorubicin;1.Cisplatin;1.Cisplatin;	19.cisplatin;0.cyclophosphamide;0.doxorubicin;1.cisplatin;1.cisplatin;
103.59.1529.1	Thoraic Oncology	Small cell lung cancer	103	Limited stage, induction	59	Cisplatin & Etoposide (EP)	1	1529	Cisplatin	1,2,3		21	3			TRUE	Cont.	19.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;19.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;	19.cisplatin;0.etoposide;1.cisplatin;0.etoposide;1.cisplatin;0.etoposide;
103.61.1531.1	Thoraic Oncology	Small cell lung cancer	103	Limited stage, definitive chemoradiotherapy	61	Cisplatin & Etoposide (EP)	1	1531	Cisplatin	1		21	3		X	TRUE	Cont.	19.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;19.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;	19.cisplatin;0.etoposide;1.etoposide;1.etoposide;
92.17.1308.1	Thoraic Oncology	Non-small cell lung cancer (NSCLC)	92	Advanced or metastatic disease, first-line	17	Atezolizumab monotherapy	1	1308	Atezolizumab	1		21	3			TRUE	Cont.	21.Atezolizumab;21.Atezolizumab;	21.atezolizumab;21.atezolizumab;
92.25.1315.1	Thoraic Oncology	Non-small cell lung cancer (NSCLC)	92	Advanced or metastatic disease, first-line	25	Carboplatin & Paclitaxel (CP) & Bevacizumab	1	1315	Bevacizumab	1		21	3			TRUE	Cont.	21.Bevacizumab;0.Carboplatin;0.Paclitaxel;21.Bevacizumab;0.Carboplatin;0.Paclitaxel;	21.bevacizumab;0.carboplatin;0.paclitaxel;
92.41.1341.1	Thoraic Oncology	Non-small cell lung cancer (NSCLC)	92	Advanced or metastatic disease, first-line, elderly or poor performance status	41	Carboplatin, Pemetrexed, Bevacizumab	1	1341	Bevacizumab	1		21	3			TRUE	Cont.	21.Bevacizumab;0.Carboplatin;0.Pemetrexed;21.Bevacizumab;0.Carboplatin;0.Pemetrexed;	21.bevacizumab;0.carboplatin;0.pemetrexed;
92.46.1345.1	Thoraic Oncology	Non-small cell lung cancer (NSCLC)	92	Advanced or metastatic disease, first-line, elderly or poor performance status	46	Pemetrexed & Bevacizumab	1	1345	Bevacizumab	1		21	3			TRUE	Cont.	21.Bevacizumab;0.Pemetrexed;21.Bevacizumab;0.Pemetrexed;	21.bevacizumab;0.pemetrexed;
103.78.1550.1	Thoraic Oncology	Small cell lung cancer	103	Extensive stage, maintenance after first-line therapy	78	Bevacizumab monotherapy	1	1550	Bevacizumab	1		21	3			TRUE	Cont.	21.Bevacizumab;21.Bevacizumab;	21.bevacizumab;21.bevacizumab;
92.17.1309.1	Thoraic Oncology	Non-small cell lung cancer (NSCLC)	92	Advanced or metastatic disease, first-line	17	Carboplatin & Docetaxel	1	1309	Carboplatin	1		21	3			TRUE	Cont.	21.Carboplatin;0.Docetaxel;21.Carboplatin;0.Docetaxel;	21.carboplatin;0.docetaxel;
103.69.1541.1	Thoraic Oncology	Small cell lung cancer	103	Extensive stage, induction	69	Carboplatin & Paclitaxel (CP) & Ipilimumab	1	1541	Carboplatin	1		21	3			TRUE	Cont.	21.Carboplatin;0.Ipilimumab;0.Paclitaxel;21.Carboplatin;0.Ipilimumab;0.Paclitaxel;	21.carboplatin;0.ipilimumab;0.paclitaxel;
92.25.1318.1	Thoraic Oncology	Non-small cell lung cancer (NSCLC)	92	Advanced or metastatic disease, first-line	25	Carboplatin & Pemetrexed	1	1318	Carboplatin	1		21	3			TRUE	Cont.	21.Carboplatin;0.Pemetrexed;21.Carboplatin;0.Pemetrexed;	21.carboplatin;0.pemetrexed;
92.1.1276.1	Thoraic Oncology	Non-small cell lung cancer (NSCLC)	92	Neoadjuvant therapy	1	Cisplatin & Docetaxel (DC)	1	1276	Cisplatin	1		21	3			FALSE	3	21.Cisplatin;0.Docetaxel;21.Cisplatin;0.Docetaxel;	21.cisplatin;0.docetaxel;
92.39.1337.1	Thoraic Oncology	Non-small cell lung cancer (NSCLC)	92	Advanced or metastatic disease, first-line	39	Pembrolizumab monotherapy	1	1337	Pembrolizumab	1		21	3			TRUE	Cont.	21.Pembrolizumab;21.Pembrolizumab;	21.pembrolizumab;21.pembrolizumab;
92.46.1344.1	Thoraic Oncology	Non-small cell lung cancer (NSCLC)	92	Advanced or metastatic disease, first-line, elderly or poor performance status	46	Pemetrexed monotherapy	1	1344	Pemetrexed	1		21	3			TRUE	Cont.	21.Pemetrexed;21.Pemetrexed;	21.pemetrexed;21.pemetrexed;
93.53.1391.1	Thoraic Oncology	Non-small cell lung cancer, nonsquamous	93	Advanced or metastatic disease, first-line	53	Carboplatin, nab-Paclitaxel, Atezolizumab	1	1391	Atezolizumab	1		21	3			TRUE	Cont.	7.Atezolizumab;0.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Atezolizumab;0.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;	7.atezolizumab;0.carboplatin;0.paclitaxel;0.nanoparticlealbumin-bound;7.paclitaxel;0.nanoparticlealbumin-bound;7.paclitaxel;0.nanoparticlealbumin-bound;
92.21.1313.1	Thoraic Oncology	Non-small cell lung cancer (NSCLC)	92	Advanced or metastatic disease, first-line	21	Carboplatin & nab-Paclitaxel	1	1313	Carboplatin	1		21	3			FALSE	6	7.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;	7.carboplatin;0.paclitaxel;0.nanoparticlealbumin-bound;7.paclitaxel;0.nanoparticlealbumin-bound;7.paclitaxel;0.nanoparticlealbumin-bound;
103.84.1570.1	Thoraic Oncology	Small cell lung cancer	103	Relapsed or refractory disease, subsequent lines	84	Vinorelbine monotherapy	1	1570	Vinorelbine	1,8,15		21	3			TRUE	Cont.	7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;	7.vinorelbine;7.vinorelbine;
103.78.1551.1	Thoraic Oncology	Small cell lung cancer	103	Extensive stage, maintenance after first-line therapy	78	Ipilimumab monotherapy	1	1551	Ipilimumab	1		84	3			TRUE	Cont.	84.Ipilimumab;84.Ipilimumab;	84.ipilimumab;84.ipilimumab;
92.7.1295.1	Thoraic Oncology	Non-small cell lung cancer (NSCLC)	92	Induction chemotherapy for locally advanced disease	7	Cisplatin & Vinblastine	1	1295	Cisplatin	1,29		35	1			FALSE	1	0.Cisplatin;0.Vinblastine;7.Vinblastine;7.Vinblastine;7.Vinblastine;7.Cisplatin;0.Vinblastine;	0.cisplatin;0.vinblastine;7.vinblastine;7.vinblastine;7.vinblastine;7.cisplatin;0.vinblastine;
92.25.1319.1	Thoraic Oncology	Non-small cell lung cancer (NSCLC)	92	Advanced or metastatic disease, first-line	25	Carboplatin & Vinorelbine	1	1319	Carboplatin	1		21	3			TRUE	Cont.	14.Carboplatin;0.Vinorelbine;7.Vinorelbine;14.Carboplatin;0.Vinorelbine;7.Vinorelbine;	14.carboplatin;0.vinorelbine;7.vinorelbine;
103.59.1528.1	Thoraic Oncology	Small cell lung cancer	103	Limited stage, induction	59	Carboplatin & Etoposide (CE)	1	1528	Carboplatin	1		21	3			TRUE	Cont.	19.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;19.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;	19.carboplatin;0.etoposide;1.etoposide;1.etoposide;
94.53.1434.1	Thoraic Oncology	Non-small cell lung cancer, squamous	94	Advanced or metastatic disease, first-line	53	Carboplatin & Paclitaxel (CP)	1	1434	Carboplatin	1		21	3			TRUE	Cont.	21.Carboplatin;0.Paclitaxel;21.Carboplatin;0.Paclitaxel;	21.carboplatin;0.paclitaxel;
92.4.1288.1	Thoraic Oncology	Non-small cell lung cancer (NSCLC)	92	Adjuvant therapy	4	Cisplatin & Pemetrexed	1	1288	Cisplatin	1		21	3			TRUE	Cont.	21.Cisplatin;0.Pemetrexed;21.Cisplatin;0.Pemetrexed;	21.cisplatin;0.pemetrexed;
97.59.1486.1	Thoraic Oncology	Non-small cell lung cancer, EGFR-mutated	97	Advanced or metastatic disease, EGFR inhibitor-naive	59	Cisplatin Monotherapy	1	1486	Cisplatin	1		21	3			TRUE	Cont.	21.Cisplatin;21.Cisplatin;	21.cisplatin;21.cisplatin;
92.10.1299.1	Thoraic Oncology	Non-small cell lung cancer (NSCLC)	92	Definitive therapy for locally advanced disease	10	Cisplatin Monotherapy	1	1299	Cisplatin	1,2,4,5,6		7	2		X	FALSE	2	2.Cisplatin;1.Cisplatin;2.Cisplatin;1.Cisplatin;1.Cisplatin;	2.cisplatin;1.cisplatin;2.cisplatin;1.cisplatin;1.cisplatin;
92.14.1301.1	Thoraic Oncology	Non-small cell lung cancer (NSCLC)	92	Definitive therapy for locally advanced disease	14	Cisplatin & Etoposide (EP)	1	1301	Cisplatin	1,8		28	2		X	FALSE	2	21.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;	21.cisplatin;0.etoposide;1.etoposide;1.etoposide;1.etoposide;1.etoposide;3.cisplatin;
102.59.1518.1	Thoraic Oncology	Non-small cell lung cancer, CNS metastases	102	All lines of therapy	59	Cisplatin & Vinorelbine (CVb)	1	1518	Cisplatin	1		28	3			TRUE	Cont.	7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;	7.cisplatin;0.vinorelbine;7.vinorelbine;7.vinorelbine;7.vinorelbine;
103.60.1529.2	Thoraic Oncology	Small cell lung cancer	103	Limited stage, induction	60	Cisplatin & Etoposide (EP)	2	1529	Cisplatin	1,2,3		28	3			TRUE	Cont.	26.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;26.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;	26.cisplatin;0.etoposide;1.cisplatin;0.etoposide;1.cisplatin;0.etoposide;
103.78.1546.1	Thoraic Oncology	Small cell lung cancer	103	Extensive stage, induction	78	Docetaxel monotherapy	1	1546	Docetaxel	1		21	3			TRUE	Cont.	21.Docetaxel;21.Docetaxel;	21.docetaxel;21.docetaxel;
103.78.1563.1	Thoraic Oncology	Small cell lung cancer	103	Relapsed or refractory disease, subsequent lines	78	Gemcitabine monotherapy	1	1563	Gemcitabine	1,8,15		28	3			TRUE	Cont.	14.Gemcitabine;7.Gemcitabine;7.Gemcitabine;14.Gemcitabine;7.Gemcitabine;7.Gemcitabine;	14.gemcitabine;7.gemcitabine;7.gemcitabine;
104.85.1571.2	Thoraic Oncology	Thymoma	104	Neoadjuvant therapy for borderline resectable disease	85	PAC	2	1571	Cisplatin	1,2,3		28	3			FALSE	3	26.Cisplatin;0.Cyclophosphamide;0.Doxorubicin;1.Cisplatin;1.Cisplatin;26.Cisplatin;0.Cyclophosphamide;0.Doxorubicin;1.Cisplatin;1.Cisplatin;	26.cisplatin;0.cyclophosphamide;0.doxorubicin;1.cisplatin;1.cisplatin;
92.1.1279.1	Thoraic Oncology	Non-small cell lung cancer (NSCLC)	92	Neoadjuvant therapy	1	Cisplatin & Etoposide (EP)	1	1279	Cisplatin	1		21	3			TRUE	Cont.	21.Cisplatin;0.Etoposide;21.Cisplatin;0.Etoposide;	21.cisplatin;0.etoposide;
92.20.1311.2	Thoraic Oncology	Non-small cell lung cancer (NSCLC)	92	Advanced or metastatic disease, first-line	20	Carboplatin & Gemcitabine (GCb)	2	1311	Carboplatin	1		28	3			TRUE	Cont.	14.Carboplatin;0.Gemcitabine;7.Gemcitabine;7.Gemcitabine;14.Carboplatin;0.Gemcitabine;7.Gemcitabine;7.Gemcitabine;	14.carboplatin;0.gemcitabine;7.gemcitabine;7.gemcitabine;
92.30.1323.3	Thoraic Oncology	Non-small cell lung cancer (NSCLC)	92	Advanced or metastatic disease, first-line	30	Cisplatin & Gemcitabine (GC)	3	1323	Cisplatin	1		28	3			TRUE	Cont.	21.Cisplatin;0.Gemcitabine;7.Gemcitabine;21.Cisplatin;0.Gemcitabine;7.Gemcitabine;	21.cisplatin;0.gemcitabine;7.gemcitabine;
92.41.1339.1	Thoraic Oncology	Non-small cell lung cancer (NSCLC)	92	Advanced or metastatic disease, first-line, elderly or poor performance status	41	Carboplatin & Paclitaxel (CP)	1	1339	Carboplatin	1		28	3			TRUE	Cont.	14.Carboplatin;0.Paclitaxel;7.Paclitaxel;7.Paclitaxel;14.Carboplatin;0.Paclitaxel;7.Paclitaxel;7.Paclitaxel;	14.carboplatin;0.paclitaxel;7.paclitaxel;7.paclitaxel;
000.0.0.0.1	Thoraic Oncology	Synthetic	000	All lines of therapy	59	Pembrolizumab & Pemetrexed	1	1001	Pembrolizumab	1		7	3			TRUE	Cont.	7.Pembrolizumab;0.Pemetrexed	7.pembrolizumab;0.pemetrexed
000.0.0.0.2	Thoraic Oncology	Synthetic	000	All lines of therapy	59	Pembrolizumab & Pemetrexed	1	1002	Pembrolizumab	1		21	3			TRUE	Cont.	21.Pembrolizumab;0.Pemetrexed	21.pembrolizumab;0.pemetrexed
000.0.0.0.3	Thoraic Oncology	Synthetic	000	All lines of therapy	59	Pembrolizumab & Pemetrexed	1	1003	Pembrolizumab	1		28	3			TRUE	Cont.	28.Pembrolizumab;0.Pemetrexed	28.pembrolizumab;0.pemetrexed
1..1601.1	Multiple Myeloma	Induction	1	First-Line Therapy (Doublets)	79	Bortezomib Monotherapy	1	1601					8			FALSE	8	11.Bortezomib;3.Bortezomib;4.Bortezomib;3.Bortezomib;11.Bortezomib;3.Bortezomib;4.Bortezomib;3.Bortezomib;	11.Bortezomib;3.Bortezomib;4.Bortezomib;3.Bortezomib;
1..1601.2	Multiple Myeloma	Induction	1	First-Line Therapy (Doublets)	79	Bortezomib Monotherapy	2	1601					6			FALSE	6	14.Bortezomib;7.Bortezomib;7.Bortezomib;7.Bortezomib;14.Bortezomib;7.Bortezomib;7.Bortezomib;7.Bortezomib;	14.Bortezomib;7.Bortezomib;7.Bortezomib;7.Bortezomib;
1..1602.1	Multiple Myeloma	Induction	1	First-Line Therapy (Doublets)	79	Lenalidomide Monotherapy	1	1602					4			FALSE	4	8.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;8.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;	8.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;
1..1602.2	Multiple Myeloma	Induction	1	First-Line Therapy (Doublets)	79	Lenalidomide Monotherapy	2	1602					Cont.			TRUE	Cont.	1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;	1.Lenalidomide;1.Lenalidomide;
1..1602.3	Multiple Myeloma	Induction	1	First-Line Therapy (Doublets)	79	Lenalidomide Monotherapy	3	1602					Cont.			TRUE	Cont.	8.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;8.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;	8.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;
1..1603.1	Multiple Myeloma	Induction	1	First-Line Therapy (Triplets)	79	BBD	1	1603					8			FALSE	8	14.Bendamustine;0.Bortezomib;1.Bendamustine;6.Bortezomib;7.Bortezomib;14.Bendamustine;0.Bortezomib;1.Bendamustine;6.Bortezomib;7.Bortezomib;	14.Bendamustine;0.Bortezomib;1.Bendamustine;6.Bortezomib;7.Bortezomib;
1..1604.1	Multiple Myeloma	Induction	1	First-Line Therapy (Triplets)	79	CPR	1	1604					9			FALSE	9	8.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;8.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;	8.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;
1..1605.1	Multiple Myeloma	Induction	1	First-Line Therapy (Triplets)	79	CRd	1	1605					4			FALSE	4	8.Cyclophosphamide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;8.Cyclophosphamide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;	8.Cyclophosphamide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;
1..1605.2	Multiple Myeloma	Induction	1	First-Line Therapy (Triplets)	79	CRd	2	1605					4			FALSE	4	8.Cyclophosphamide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;8.Cyclophosphamide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;	8.Cyclophosphamide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Cyclophosphamide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;
